S.no,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,course_id,professor,department,Quality,Difficulty,Comment
2934,0.0,0.752,0.248,0.8893,0.0019920410122722387,0.017938775941729546,0.9800691604614258, MATH30,Robert Valenza ,Mathematics department,5.0,3.0,Valenza is AMAZING. He takes math and is able to relate it to  so many components of the human experience. He is phenomenal at showing how Calculus truly is an elegant study of the universe.
2935,0.0,0.793,0.207,0.8646,0.004874696955084801,0.034399762749671936,0.9607255458831787, CALC30,Robert Valenza ,Mathematics department,5.0,1.0,"Professor Valenza is an amazing professor. As long as you do the work and display effort in his class, you are guaranteed a good grade. If you don't understand something, he is extremely willing to help. Take him if you can."
2936,0.031,0.656,0.313,0.9735,0.011634296737611294,0.05270884186029434,0.9356568455696106, CALC1,Robert Valenza ,Mathematics department,5.0,3.0,"I hate math but Prof. Valenza is one of the best professors I have had. He is clear in both his explanations and expectations. Also, he is a fair and understanding grader. Meeting him out of class is easy and enjoyable. He has a passion for math and his students that is unique among professors. Don't take calculus with anyone else."
2937,0.0,1.0,0.0,0.0,0.2944650650024414,0.674895703792572,0.03063921257853508, CALC30,Robert Valenza ,Mathematics department,5.0,1.0,Don't take calc 30 with anyone else.
2938,0.0,1.0,0.0,0.0,0.6142831444740295,0.37029629945755005,0.015420585870742798, MATH30,Robert Valenza ,Mathematics department,5.0,2.0,"If you don't understand what calculus is after his course, then something's wring with you..."
2939,0.0,0.648,0.352,0.9585,0.005719307344406843,0.02441875822842121,0.9698618650436401, CIV10,Robert Valenza ,Mathematics department,5.0,2.0,"Valenza is a fun, interesting, helpful, and awesome teacher.  Most of the classes were really fascinating and , after taking his class I couldn't understand why people wanted to change the Civ program.  Take him for Civ if you can, you won't regret it."
2940,0.063,0.669,0.268,0.8789,0.03006434626877308,0.10614721477031708,0.8637884259223938, CIV10,Robert Valenza ,Mathematics department,5.0,4.0,"Best. Prof. Ever. If you are taking any classes from someone else that you could have taken from him, shame on you. I took 5 classes from him even though I had a completely unrelated major. Nice guy. Very helpful. Clear instructions."
2941,0.034,0.725,0.241,0.9359,0.010760997422039509,0.036625344306230545,0.9526136517524719, CALC30,Robert Valenza ,Mathematics department,5.0,3.0,The absolute best professor ever. I hate calculus but ended up with an A in his class because 1) he makes sense 2) he's fair 3) he's very approachable and it's easy to get out-of-class help with him 4) he's clear about his expectations. If you have to take Calculus you should only do it with professor valenza!
2942,0.0,0.762,0.238,0.9505,0.0026775402948260307,0.022347308695316315,0.9749751091003418, CIV10,Robert Valenza ,Mathematics department,4.5,2.0,"I love Prof. Valenza! He really makes you rethink what you think -- ""question"" civilization and your own thoughts about reality, religion, art, being, etc. I think it is a great class and one of the only worthwhile Civ classes on campus. He does pick favorites who he calls on more. He very responsive to all essays and wants everyone to learn."
2943,0.0,0.822,0.178,0.8735,0.0031227462459355593,0.010021815076470375,0.9868554472923279, CIV10,Robert Valenza ,Mathematics department,5.0,2.0,"i LOVE valenza.  hes amazing.  you can get by in the class not reading or doing the work, but i suggest really using it as a way to learn, and doing (at least most of) the reading.  if you do (even if you dont) you can learn a lot!  favorite class so far!"
2944,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, CIV10,Robert Valenza ,Mathematics department,1.0,2.0,No Comments
2945,0.0,0.674,0.326,0.9325,0.002139998134225607,0.01208821777254343,0.9857717156410217, MATH31,Robert Valenza ,Mathematics department,5.0,2.0,Professor Valenza is hands down my favorite professors at CMC. He is a wonderful teacher who loves to teach. His exams are fair and he will spend hours with you to make sure you know the material
2946,0.025,0.755,0.22,0.9347,0.0020097624510526657,0.009990186430513859,0.9880000948905945, MATH31,Robert Valenza ,Mathematics department,5.0,2.0,"I took Valenza for Math30 and then decided to take Math31 just because he was teaching it. He is very sweet and adorable. He absolutely loves his subject and is always there for his students. He'll explain anything as many times as needed. He is great at teaching the concepts behind everything, not just teaching straight math."
2947,0.0,0.78,0.22,0.836,0.007450294215232134,0.06289739161729813,0.9296523332595825, CALC031,Robert Valenza ,Mathematics department,4.5,2.0,Outstanding prof who is insanely enthusiastic about making his students like and learn math. Assignments are light. Tests are harder but he will spend as much time as you need to help you. Take him for any calculus course.
2948,0.124,0.685,0.191,0.5019,0.8253629207611084,0.1475234031677246,0.02711367979645729, CIV10,Robert Valenza ,Mathematics department,3.0,2.0,Eh. Had him last semester and I thought he was OK. The class sucks in general so it's pretty hard to salvage it even with a halfway decent teacher.
2949,0.047,0.625,0.328,0.9116,0.013905711472034454,0.05692027136683464,0.92917400598526, MATH031,Robert Valenza ,Mathematics department,4.5,3.0,"He's a terrific professor if you're willing to learn the material. Doesn't use the book much and is super enthusiastic in class. Whether you enjoy the course or not, it's hard not to like him"
2950,0.077,0.818,0.105,0.5759,0.00589473033323884,0.017223132774233818,0.9768821597099304, MATH30,Robert Valenza ,Mathematics department,5.0,2.0,best professor i've ever had. He worked really hard on preparing all his lectures. I had him for both cal 1 and civ 10 last semester and believe me....he is awesome!!!  It was sort of difficult for me cause it was hard for me to express what i felt in the civ discussions but everything else rocked!!!
2951,0.0,0.591,0.409,0.902,0.0015105633065104485,0.011609161272644997,0.9868803024291992, MATH30,Robert Valenza ,Mathematics department,5.0,2.0,"Great teacher! In love with his subject, and wants to make all his students understand and like it too."
2952,0.0,0.678,0.322,0.2263,0.02785952389240265,0.4027450382709503,0.5693954229354858, CIV10,Robert Valenza ,Mathematics department,2.0,1.0,eh - thought it was okay
2953,0.169,0.729,0.102,-0.7348,0.9142920970916748,0.0764940083026886,0.009213874116539955, MATH50,Robert Valenza ,Mathematics department,2.0,3.0,"Discrete math SUCKED.  Valenza may be nice but he did not teach this subject well at all (it's not his speciality).  He both tried to dumb down the material and make it extremely difficult, depending on what day it was.  He also spent alot of time telling one girl in our class how much she looked like Uma Thurman.  It was very weird"
2954,0.027,0.564,0.409,0.9669,0.01240744348615408,0.03412548080086708,0.953467071056366, CIV10,Robert Valenza ,Mathematics department,5.0,1.0,"Great guy, definitely the best civ prof.  His class is super easy and super fun.  He gets a little annoying sometimes in the way that he seems to think he is perfectly crafting his class into this masterpiece, but besides that it is a good class to take."
2955,0.044,0.656,0.301,0.9234,0.004526839125901461,0.02981465682387352,0.9656585454940796, CIV10,Robert Valenza ,Mathematics department,5.0,2.0,Great Professor!  Interested in everyone and loves those who can articulate their thoughts and who aren't afraid to be wrong/say they don't know.  Definitely take him for Civ if you want to get something out of this GE.   So good!
2956,0.0,0.732,0.268,0.945,0.0025202762335538864,0.008791365660727024,0.9886882901191711, CIV10,Robert Valenza ,Mathematics department,5.0,1.0,"I LOVED Professor Valenza for Civ 10. He is a great prof and he made the Gen Ed really fun and interesting. I highly recommend Valenza if you can get him. Also, just so you know, there are a lot of readings but you dont actually need to do them to get a great grade in the class."
2957,0.076,0.689,0.235,0.9153,0.07668308913707733,0.22944478690624237,0.6938721537590027, CIV10,Robert Valenza ,Mathematics department,4.5,1.0,"Valenza is the bomb!!!! Is class is easy to the max, after the first couple of weeks it get monotonous, but its still easy. You sit there and talk about the big questions that have no answer, like what makes a good person. No midterm. Only 4, two page papers on you own topic. Aint nothin wrong w/ that!"
2958,0.042,0.746,0.212,0.8004,0.009310716763138771,0.04879369959235191,0.941895604133606, CIV10,Robert Valenza ,Mathematics department,5.0,2.0,Originally I wasn't excited about Civ but professor Valenza made it very interesting.  The class is discussion based which is nice and he incorporates music and videos clips on a regular basis.
2959,0.036,0.721,0.243,0.8774,0.0033217063173651695,0.012877239845693111,0.9838010668754578, LINEARALG,Robert Valenza ,Mathematics department,5.0,4.0,"Valenza is such a great prof!  He's funny and helpful, makes the material interesting.  He is a fair grader, and will even grade your test in front of you right after you take it(which is scary at first, but nice to know right away).  Take a class from him if you can!"
2960,0.0,0.482,0.518,0.9167,0.0014923770213499665,0.00785533245652914,0.990652322769165, CIV10,Robert Valenza ,Mathematics department,4.0,3.0,Super excited about what he's teaching.  Very compassionate and a really nice man.  His thinking is abstract.
2961,0.077,0.706,0.217,0.8648,0.20284058153629303,0.3131742775440216,0.4839850962162018, CIV10,Robert Valenza ,Mathematics department,5.0,2.0,"While Valenza is a great human being, I did not enjoy his Civ class.  He's laid-back enough that no one did the reading and he chose his token students to always ask questions to while others were never called on.  However, he obviously loves what he's teaching and that enthusiasm is nice."
